guid,source_id,doc_id,scale,raw_text,text,text_lemmatized,lexical,structural,other,label,big_5_mapped_label
iamapproachedoftenbypeoplewhowanthelpadviceorguidancewiththeirproblems,IPIP,Q5864,VIA,I am approached often by people who want help advice or guidance with their problems.,i am approached often by people who want help advice or guidance with their problems,i be approach often by people who want help advice or guidance with their problem,0,0,1,other_item,agreeableness
iamashamedofmyself,IPIP,Q5865,CAT-PD,I am ashamed of myself.,i am ashamed of myself,i be ashamed of myself,0,0,0,other_item,neuroticism
iamaskedforadvicebyfriendsandfamily,IPIP,Q5866,VIA,I am asked for advice by friends and family.,i am asked for advice by friends and family,i be ask for advice by friend and family,0,0,1,other_item,agreeableness
iamaskedforfavorsbymyfriendsandfamily,IPIP,Q5867,VIA,I am asked for favors by my friends and family.,i am asked for favors by my friends and family,i be ask for favors by my friend and family,0,0,1,other_item,agreeableness
iamattachedtoconventionalways,IPIP,Q3264,AB5C,I am attached to conventional ways.,i am attached to conventional ways,i be attach to conventional way,1,1,1,big5_item,openness
iamawareofhowmyfeelingsareaffectingotherpeople,IPIP,Q5868,VIA,I am aware of how my feelings are affecting other people.,i am aware of how my feelings are affecting other people,i be aware of how my feeling be affect other people,0,0,1,other_item,agreeableness
iamawareofmyfeelings,IPIP,Q5869,VIA,I am aware of my feelings.,i am aware of my feelings,i be aware of my feeling,0,0,1,other_item,extraversion
iambasicallyadecentperson,IPIP,Q2364,IPIP,I am basically a decent person.,i am basically a decent person,i be basically a decent person,0,0,0,other_item,agreeableness
iambotheredbyfrequentachesandpains,IPIP,Q1460,IPIP,I am bothered by frequent aches and pains.,i am bothered by frequent aches and pains,i be bother by frequent ache and pain,0,0,0,other_item,neuroticism
iambrave,OpenPsychometrics,Q5206,MEIS,I am brave.,i am brave,i be brave,0,0,0,big5_item,extraversion
iamcalmevenintensesituations,IPIP,Q3165,AB5C,I am calm even in tense situations.,i am calm even in tense situations,i be calm even in tense situation,1,1,1,big5_item,neuroticism
iamcapableofworkingalone,IPIP,Q1817,IPIP,I am capable of working alone.,i am capable of working alone,i be capable of work alone,0,0,0,other_item,conscientiousness
iamcarefultoavoidmakingmistakes,IPIP,Q3169,AB5C,I am careful to avoid making mistakes.,i am careful to avoid making mistakes,i be careful to avoid make mistake,1,1,1,big5_item,conscientiousness
iamcarefultoconsiderhowthingsidonowwillaffectfutureoutcomes,IPIP,Q5870,VIA,I am careful to consider how things I do now will affect future outcomes.,i am careful to consider how things i do now will affect future outcomes,i be careful to consider how thing i do now will affect future outcome,0,0,1,other_item,conscientiousness
iamcertainthatiambeingtalkedabout,IPIP,Q5871,CAT-PD,I am certain that I am being talked about.,i am certain that i am being talked about,i be certain that i be be talk about,0,0,0,other_item,neuroticism
iamchubby,IPIP,Q2147,IPIP,I am chubby.,i am chubby,i be chubby,0,0,0,other_item,neuroticism
iamcomfortableinunfamiliarsituations,IPIP,Q3170,AB5C,I am comfortable in unfamiliar situations.,i am comfortable in unfamiliar situations,i be comfortable in unfamiliar situation,1,1,1,big5_item,neuroticism
iamcommittedtoprinciplesofjusticeandequality,IPIP,Q2542,VIA,I am committed to principles of justice and equality.,i am committed to principles of justice and equality,i be commit to principle of justice and equality,0,0,1,other_item,agreeableness
iamconcernedaboutothers,IPIP,Q5587,7FACTOR,I am concerned about others.,i am concerned about others,i be concern about other,1,1,1,big5_item,agreeableness
iamconsideredayesperson,IPIP,Q5872,CAT-PD,I am considered a yes person.,i am considered a yes person,i be consider a yes person,0,0,0,other_item,agreeableness
iamconsideredattractivebyothers,IPIP,Q2075,OCI-S,I am considered attractive by others.,i am considered attractive by others,i be consider attractive by other,0,0,0,other_item,extraversion
iamconsideredbyotherstobeweird,IPIP,Q5873,CAT-PD,I am considered by others to be weird.,i am considered by others to be weird,i be consider by other to be weird,0,0,0,other_item,openness
iamconsideredfuntobewith,IPIP,Q5874,VIA,I am considered fun to be with.,i am considered fun to be with,i be consider fun to be with,0,0,1,other_item,extraversion
iamconsideredshort,IPIP,Q2196,IPIP,I am considered short.,i am considered short,i be consider short,0,0,0,other_item,neuroticism
iamconsideredtall,IPIP,Q2175,IPIP,I am considered tall.,i am considered tall,i be consider tall,0,0,0,other_item,conscientiousness
iamconsideredtobeawiseperson,IPIP,Q2693,VIA,I am considered to be a wise person.,i am considered to be a wise person,i be consider to be a wise person,0,0,1,other_item,conscientiousness
iamconsideredtobekindofeccentric,IPIP,Q4946,HEXACO,I am considered to be kind of eccentric.,i am considered to be kind of eccentric,i be consider to be kind of eccentric,0,0,1,big5_item,openness
iamconsideredwellofffinancially,IPIP,Q2274,IPIP,I am considered well off financially.,i am considered well off financially,i be consider well off financially,0,0,0,other_item,conscientiousness
iamconstantlyreflectingaboutmyself,IPIP,Q2055,SELF-CONSC,I am constantly reflecting about myself.,i am constantly reflecting about myself,i be constantly reflect about myself,0,0,0,other_item,neuroticism
iamcontentwithmylife,IPIP,Q2677,IPIP,I am content with my life.,i am content with my life,i be content with my life,0,0,0,other_item,neuroticism
iamcontinuallylosingthings,IPIP,Q4176,6FPQ,I am continually losing things.,i am continually losing things,i be continually lose thing,0,0,1,big5_item,conscientiousness
iamconvincedmydoctorislyingtome,IPIP,Q5875,CAT-PD,I am convinced my doctor is lying to me.,i am convinced my doctor is lying to me,i be convince my doctor be lie to me,0,0,0,other_item,neuroticism
iamconvincedthatiamdying,IPIP,Q5876,CAT-PD,I am convinced that I am dying.,i am convinced that i am dying,i be convince that i be die,0,0,0,other_item,neuroticism
iamconvincedthatmywayisthebestway,IPIP,Q5741,CAT-PD,I am convinced that my way is the best way.,i am convinced that my way is the best way,i be convince that my way be the good way,0,0,0,other_item,agreeableness
iamcuriousabouthowvariouskindsoftreesdifferfromeachother,IPIP,Q1968,IPIP,I am curious about how various kinds of trees differ from each other.,i am curious about how various kinds of trees differ from each other,i be curious about how various kind of tree differ from each other,0,0,0,other_item,openness
iamdeeplymovedbyothersmisfortunes,IPIP,Q3172,AB5C,I am deeply moved by others misfortunes.,i am deeply moved by others misfortunes,i be deeply move by other misfortune,1,1,1,big5_item,agreeableness
iamdependentonothersforthingsthatishouldbeabletodomyself,IPIP,Q2715,IPIP,I am dependent on others for things that I should be able to do myself.,i am dependent on others for things that i should be able to do myself,i be dependent on other for thing that i should be able to do myself,0,0,0,other_item,conscientiousness
iamdescribedasgrumpy,IPIP,Q2672,VIA,I am described as grumpy.,i am described as grumpy,i be describe as grumpy,0,0,1,other_item,agreeableness
iamdescribedbyfriendsandfamilyasadisciplinedperson,IPIP,Q5877,VIA,I am described by friends and family as a disciplined person.,i am described by friends and family as a disciplined person,i be describe by friend and family as a disciplined person,0,0,1,other_item,conscientiousness
iamdescribedbyothersasagoodteamplayer,IPIP,Q5878,VIA,I am described by others as a good team player.,i am described by others as a good team player,i be describe by other as a good team player,0,0,1,other_item,agreeableness
iamdeterminedtofinishataskwhenistartit,IPIP,Q5879,CAT-PD,I am determined to finish a task when I start it.,i am determined to finish a task when i start it,i be determine to finish a task when i start it,0,0,0,other_item,conscientiousness
iamdevotedtoreligion,IPIP,Q4035,JPI,I am devoted to religion.,i am devoted to religion,i be devote to religion,0,0,1,other_item,conscientiousness
iamdifferentcomparedtomostpeople,IPIP,Q5880,CAT-PD,I am different compared to most people.,i am different compared to most people,i be different compare to most people,0,0,0,other_item,openness
iameagertosoothehurtfeelings,IPIP,Q2142,BIS-BAS,I am eager to soothe hurt feelings.,i am eager to soothe hurt feelings,i be eager to soothe hurt feeling,0,0,1,other_item,agreeableness
iameasilyannoyed,IPIP,Q4871,HEXACO,I am easily annoyed.,i am easily annoyed,i be easily annoyed,0,0,1,big5_item,agreeableness
iameasilycalmeddownbyothers,IPIP,Q1927,IPIP,I am easily calmed down by others.,i am easily calmed down by others,i be easily calm down by other,0,0,0,other_item,neuroticism
iameasilyconfused,IPIP,Q3270,AB5C,I am easily confused.,i am easily confused,i be easily confuse,1,1,1,big5_item,neuroticism
iameasilycontrolledbyothersinmylife,IPIP,Q5761,CAT-PD,I am easily controlled by others in my life.,i am easily controlled by others in my life,i be easily control by other in my life,0,0,0,other_item,neuroticism
iameasilydeterred,IPIP,Q1912,IPIP,I am easily deterred.,i am easily deterred,i be easily deter,0,0,0,other_item,conscientiousness
iameasilydiscouragedindifficultsituations,IPIP,Q2408,IPIP,I am easily discouraged in difficult situations.,i am easily discouraged in difficult situations,i be easily discourage in difficult situation,0,0,0,other_item,neuroticism
iameasilydiscouraged,IPIP,Q996,BFAS,I am easily discouraged.,i am easily discouraged,i be easily discourage,1,1,1,big5_item,neuroticism
iameasilydisoriented,IPIP,Q5673,CAT-PD,I am easily disoriented.,i am easily disoriented,i be easily disorient,0,0,0,other_item,neuroticism
iameasilydistractedwheniamtryingtofocusmyattention,IPIP,Q1492,IPIP,I am easily distracted when I am trying to focus my attention.,i am easily distracted when i am trying to focus my attention,i be easily distract when i be try to focus my attention,0,0,0,other_item,conscientiousness
iameasilydistracted,IPIP,Q3174,AB5C,I am easily distracted.,i am easily distracted,i be easily distract,1,1,1,big5_item,conscientiousness
iameasilydisturbed,IPIP,Q3282,AB5C,I am easily disturbed.,i am easily disturbed,i be easily disturb,1,1,1,big5_item,neuroticism
iameasilyexcited,IPIP,Q3283,AB5C,I am easily excited.,i am easily excited,i be easily excited,1,1,1,big5_item,neuroticism
iameasilyfrightened,IPIP,Q3285,AB5C,I am easily frightened.,i am easily frightened,i be easily frightened,1,1,1,big5_item,neuroticism
iameasilyfrustrated,IPIP,Q5881,CAT-PD,I am easily frustrated.,i am easily frustrated,i be easily frustrate,0,0,0,other_item,neuroticism
iameasilyhurtwhenpeoplefindfaultwithmeortheworkido,IPIP,Q1171,EPQ,I am easily hurt when people find fault with me or the work I do.,i am easily hurt when people find fault with me or the work i do,i be easily hurt when people find fault with me or the work i do,0,0,1,other_item,neuroticism
iameasilyhurt,IPIP,Q3286,AB5C,I am easily hurt.,i am easily hurt,i be easily hurt,1,1,1,big5_item,neuroticism
iameasilyimpressed,IPIP,Q1926,IPIP,I am easily impressed.,i am easily impressed,i be easily impress,0,0,0,other_item,neuroticism
iameasilyinfluenced,IPIP,Q2234,IPIP,I am easily influenced.,i am easily influenced,i be easily influence,0,0,0,other_item,neuroticism
iameasilyintimidated,IPIP,Q713,NEO-PI-R,I am easily intimidated.,i am easily intimidated,i be easily intimidate,0,1,1,big5_item,neuroticism
iameasilymovedtotears,IPIP,Q3294,AB5C,I am easily moved to tears.,i am easily moved to tears,i be easily move to tear,1,1,1,big5_item,agreeableness
iameasilyoffended,IPIP,Q3316,AB5C,I am easily offended.,i am easily offended,i be easily offend,1,1,1,big5_item,neuroticism
iameasilyoverpoweredwhendecisionsneedtobemade,IPIP,Q5882,CAT-PD,I am easily overpowered when decisions need to be made.,i am easily overpowered when decisions need to be made,i be easily overpower when decision need to be make,0,0,0,other_item,agreeableness
iameasilyputout,IPIP,Q425,16PF,I am easily put out.,i am easily put out,i be easily put out,0,0,1,other_item,neuroticism
iameasilystartled,IPIP,Q5658,CAT-PD,I am easily startled.,i am easily startled,i be easily startle,0,0,0,other_item,neuroticism
iameasilytalkedintodoingsillythings,IPIP,Q3181,AB5C,I am easily talked into doing silly things.,i am easily talked into doing silly things,i be easily talk into do silly thing,1,1,1,big5_item,agreeableness
iameasytofool,IPIP,Q1656,IPIP,I am easy to fool.,i am easy to fool,i be easy to fool,0,0,0,other_item,openness
iameasytopersuade,IPIP,Q1738,IPIP,I am easy to persuade.,i am easy to persuade,i be easy to persuade,0,0,0,other_item,neuroticism
iameasytosatisfy,IPIP,Q3182,AB5C,I am easy to satisfy.,i am easy to satisfy,i be easy to satisfy,1,1,1,big5_item,agreeableness
iamembarrassedbypraise,IPIP,Q2813,IPIP,I am embarrassed by praise.,i am embarrassed by praise,i be embarrass by praise,0,0,0,other_item,neuroticism
iamembarrassedtohavepeopleseemyhome,IPIP,Q87,TCI,I am embarrassed to have people see my home.,i am embarrassed to have people see my home,i be embarrass to have people see my home,0,0,1,other_item,neuroticism
iamemotionallyreserved,IPIP,Q5678,CAT-PD,I am emotionally reserved.,i am emotionally reserved,i be emotionally reserve,0,0,0,other_item,extraversion
iamentitledtothebest,IPIP,Q5883,CAT-PD,I am entitled to the best.,i am entitled to the best,i be entitle to the good,0,0,0,other_item,extraversion
iamexactinginmywork,IPIP,Q3183,AB5C,I am exacting in my work.,i am exacting in my work,i be exact in my work,1,1,1,big5_item,conscientiousness
iamexcitedbymanydifferentactivities,OpenPsychometrics,Q5195,MEIS,I am excited by many different activities.,i am excited by many different activities,i be excite by many different activity,0,0,0,big5_item,extraversion
iamexcitedtoinflictpainonothers,IPIP,Q5701,CAT-PD,I am excited to inflict pain on others.,i am excited to inflict pain on others,i be excite to inflict pain on other,0,0,0,other_item,agreeableness
iamfaithfultooldfriends,IPIP,Q1566,IPIP,I am faithful to old friends.,i am faithful to old friends,i be faithful to old friend,0,0,0,other_item,agreeableness
