"guid","source_id","doc_id","scale","raw_text","text","lexical","structural","other","label_type","label","set","other_label_to_big5","facet"
"controlsdesires","SAPA","Q5986","SPI","Controls desires","Others perceive that I my control desires.",0,1,1,"hard","conscientiousness","test","conscientiousness","self-control"
"disregardsrulestogetahead","SAPA","Q5989","SPI","Disregards rules to get ahead","Others perceive that I disregard rules to get ahead.",0,1,1,"hard","conscientiousness","train","conscientiousness","honesty"
"doesnothaveoriginalideasisnotinventive","SAPA","Q5990","SPI","Doesn't have original ideas, is not inventive","Others perceive that I do not have original ideas and I am not inventive.",0,1,1,"hard","openness","train","openness","creativity"
"doesnotjokearound","SAPA","Q5991","SPI","Doesn't joke around","Others perceive that I do not joke around.",0,1,1,"hard","extraversion","train","extraversion","humor"
"doesnotstoptocontemplatehisorherlife","SAPA","Q5992","SPI","Does not stop to contemplate his or her life","Others perceive that I do not stop to contemplate my life.",0,1,1,"hard","openness","train","openness","introspection"
"enjoysbeingwithpeople","SAPA","Q5996","SPI","Enjoys being with people","Others perceive that I enjoy being with people.",0,1,1,"hard","extraversion","train","extraversion","enthusiasm"
"getsirritatedeasily","SAPA","Q6002","SPI","Gets irritated easily","Others perceive that I get irritated easily.",0,1,1,"hard","neuroticism","train","neuroticism","irritability"
"hangsarounddoingnothing","SAPA","Q6005","SPI","Hangs around doing nothing","Others perceive that I hang around doing nothing.",0,1,1,"hard","conscientiousness","train","conscientiousness","easy-goingness"
"hasfrequentmoodchanges","SAPA","Q6006","SPI","Has frequent mood changes","Others perceive that I have frequent mood changes.",0,1,1,"hard","neuroticism","train","neuroticism","emotional"
"isacceptingofimperfections","SAPA","Q6008","SPI","Is accepting of imperfections","Others perceive that I am accepting of imperfections.",0,1,1,"hard","agreeableness","test","agreeableness","perfectionism"
"isacreativethinker","SAPA","Q6009","SPI","Is a creative thinker","Others perceive that I am a creative thinker.",0,1,1,"hard","openness","test","openness","creativity"
"isaperfectionist","SAPA","Q6010","SPI","Is a perfectionist","Others perceive that I am a perfectionist.",0,1,1,"hard","conscientiousness","train","conscientiousness","perfectionism"
"isassertivetakescharge","SAPA","Q6011","SPI","Is assertive, takes charge","Others perceive that I am assertive and I take charge.",0,1,1,"hard","extraversion","train","extraversion","assertive"
"iscarefree","SAPA","Q6012","SPI","Is carefree","Others perceive that I am carefree.",0,1,1,"hard","neuroticism","train","neuroticism","anxiety"
"iscomposednoteasilyannoyed","SAPA","Q6013","SPI","Is composed, not easily annoyed","Others perceive that I am composed and not easily annoyed.",0,1,1,"hard","neuroticism","train","neuroticism","balanced"
"isdisinterestedinabstractideas","SAPA","Q6014","SPI","Is disinterested in abstract ideas","Others perceive that I am disinterested in abstract ideas.",0,1,1,"hard","openness","train","openness","openness"
"isdisorganized","SAPA","Q6015","SPI","Is disorganized","Others perceive that I am disorganized.",0,1,1,"hard","conscientiousness","train","conscientiousness","orderliness"
"isemotionallystable","SAPA","Q6016","SPI","Is emotionally stable","Others perceive that I am emotionally stable.",0,1,1,"hard","neuroticism","train","neuroticism","emotional"
"isgoodwithpeople","SAPA","Q6017","SPI","Is good with people","Others perceive that I am good with people.",0,1,1,"hard","extraversion","train","extraversion","charisma"
"ishappywithlife","SAPA","Q6018","SPI","Is happy with life","Others perceive that I am happy with life.",0,1,1,"hard","extraversion","test","extraversion","well-being"
"ishardtoread","SAPA","Q6019","SPI","Is hard to read","Others perceive that I am hard to read.",0,1,1,"hard","extraversion","train","extraversion","emotional-expressiveness"
"isindifferenttoothersfeelings","SAPA","Q6020","SPI","Is indifferent to others' feelings","Others perceive that I am indifferent to others feelings.",0,1,1,"hard","agreeableness","train","agreeableness","compassion"
"ismoodyeasilyupset","SAPA","Q6021","SPI","Is moody, easily upset","Others perceive that I am moody and easily upset.",0,1,1,"hard","neuroticism","train","neuroticism","balanced"
"isnotatypicalperson","SAPA","Q6022","SPI","Is not a typical person","Others perceive that I am not a typical person.",0,1,1,"hard","openness","train","openness","conformity"
"isnoteasilybothered","SAPA","Q6023","SPI","Is not easily bothered","Others perceive that I am not easily bothered.",0,1,1,"hard","neuroticism","train","neuroticism","irritability"
"isopenwiththeirfeelings","SAPA","Q6024","SPI","Is open with their feelings","Others perceive that I am open with my feelings.",0,1,1,"hard","extraversion","train","extraversion","emotional-expressiveness"
"ispatientandpolite","SAPA","Q6025","SPI","Is patient and polite","Others perceive that I am patient and polite.",0,1,1,"hard","agreeableness","test","agreeableness","politeness"
"issociallyawkward","SAPA","Q6026","SPI","Is socially awkward","Others perceive that I am socially awkward.",0,1,1,"hard","extraversion","train","extraversion","charisma"
"istrustingofothers","SAPA","Q6027","SPI","Is trusting of others","Others perceive that I am trusting of others.",0,1,1,"hard","agreeableness","train","agreeableness","trust"
"keepsothersatadistance","SAPA","Q6028","SPI","Keeps others at a distance","Others perceive that I keep others at a distance.",0,1,1,"hard","extraversion","train","extraversion","enthusiasm"
"likesabriskandbusylifestyle","SAPA","Q6029","SPI","Likes a brisk and busy lifestyle","Others perceive that I like a brisk and busy lifestyle.",0,1,1,"hard","extraversion","train","extraversion","easy-goingness"
"likesbeingaroundpeople","SAPA","Q6030","SPI","Likes being around people","Others perceive that I like being around people.",0,1,1,"hard","extraversion","train","extraversion","sociability"
"likesbeingthecenterofattention","SAPA","Q6031","SPI","Likes being the center of attention","Others perceive that I like to be the center of attention.",0,1,1,"hard","extraversion","train","extraversion","attention-seeking"
"likesthingstobejustright","SAPA","Q6032","SPI","Likes things to be ""just right""","Others perceive that I like things to be just right.",0,1,1,"hard","conscientiousness","train","conscientiousness","orderliness"
"likestohelpothers","SAPA","Q6033","SPI","Likes to help others","Others perceive that I like to help others.",0,1,1,"hard","agreeableness","test","agreeableness","compassion"
"likestolaugh","SAPA","Q6034","SPI","Likes to laugh","Others perceive that I like to laugh.",0,1,1,"hard","extraversion","train","extraversion","humor"
"makescarefuldecisions","SAPA","Q6036","SPI","Makes careful decisions","Others perceive that I make careful decisions.",0,1,1,"hard","conscientiousness","train","conscientiousness","impulsivity"
"neglectstheirworkduties","SAPA","Q6037","SPI","Neglects their work/duties","Others perceive that I neglect my work duties.",0,1,1,"hard","conscientiousness","train","conscientiousness","industry"
"oftenfeelshopeless","SAPA","Q6038","SPI","Often feels hopeless","Others perceive that I often feel hopeless.",0,1,1,"hard","neuroticism","train","neuroticism","well-being"
"preferssafeactivities","SAPA","Q6040","SPI","Prefers safe activities","Others perceive that I prefer safe activities.",0,1,1,"hard","extraversion","test","extraversion","sensation-seeking"
"preferstobealone","SAPA","Q6041","SPI","Prefers to be alone","Others perceive that I prefer to be alone.",0,1,1,"hard","extraversion","train","extraversion","sociability"
"preferstoletotherslead","SAPA","Q6042","SPI","Prefers to let others lead","Others perceive that I prefer to let others lead.",0,1,1,"hard","extraversion","train","extraversion","assertive"
"preferstowatchfromthesidelines","SAPA","Q6043","SPI","Prefers to watch from the sidelines","Others perceive that I prefer to watch from the sidelines.",0,1,1,"hard","extraversion","test","extraversion","attention-seeking"
"reflectsonthings","SAPA","Q6045","SPI","Reflects on things","Others perceive that I reflect on things.",0,1,1,"hard","openness","test","openness","introspection"
"resistschange","SAPA","Q6046","SPI","Resists change","Others perceive that I resist change.",0,1,1,"hard","openness","test","openness","adaptability"
"rollswiththepunches","SAPA","Q6047","SPI","Rolls with the punches","Others perceive that I roll with the punches.",0,1,1,"hard","openness","train","openness","adaptability"
"seeksdanger","SAPA","Q6048","SPI","Seeks danger","Others perceive that I seek danger.",0,1,1,"hard","extraversion","train","extraversion","sensation-seeking"
"stickstotherules","SAPA","Q6050","SPI","Sticks to the rules","Others perceive that I stick to the rules.",0,1,1,"hard","conscientiousness","train","conscientiousness","honesty"
"succumbstotemptation","SAPA","Q6051","SPI","Succumbs to temptation","Others perceive that I succumb to temptation.",0,1,1,"hard","conscientiousness","train","conscientiousness","self-control"
"tellspeoplewhentheyarefrustrated","SAPA","Q6054","SPI","Tells people when they are frustrated","Others perceive that I tell people when I am frustrated.",0,1,1,"hard","agreeableness","train","agreeableness","politeness"
"triestofitin","SAPA","Q6055","SPI","Tries to fit in","Others perceive that I try to fit in.",0,1,1,"hard","agreeableness","train","agreeableness","conformity"
"understandsthingsquickly","SAPA","Q6056","SPI","Understands things quickly","Others perceive that I understand things quickly.",0,1,1,"hard","openness","train","openness","intellect"
"workshard","SAPA","Q6061","SPI","Works hard","Others perceive that I work hard.",0,1,1,"hard","conscientiousness","train","conscientiousness","industry"
"worriesalot","SAPA","Q6062","SPI","Worries a lot","Others perceive that I worry a lot.",0,1,1,"hard","neuroticism","train","neuroticism","anxiety"
"icheerpeopleup","IPIP","Q612","NEO-PI-R","Cheer people up","I cheer people up.",0,1,1,"hard","extraversion","test","extraversion","friendliness"
"iamskilledinhandlingsocialsituations","IPIP","Q6130","AB5C","Am skilled in handling social situations","I am skilled in handling social situations.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"iwoulddescribemyexperiencesassomewhatdull","IPIP","Q615","NEO-PI-R","Would describe my experiences as somewhat dull","I would describe my experiences as somewhat dull.",0,1,1,"hard","extraversion","train","extraversion","extraversion"
"idonothaveagoodimagination","IPIP","Q6217","AB5C","Do not have a good imagination","I do not have a good imagination.",1,1,1,"hard","openness","train","openness","ingenuity"
"itendtovoteforliberalpoliticalcandidates","IPIP","Q625","NEO-PI-R","Tend to vote for liberal political candidates","I tend to vote for liberal political candidates.",0,1,1,"hard","openness","test","openness","liberalism"
"ifeelateasewithpeople","IPIP","Q6251","AB5C","Feel at ease with people","I feel at ease with people.",1,1,1,"hard","extraversion","train","extraversion","extraversion"
"ienjoyhearingnewideas","IPIP","Q627","NEO-PI-R","Enjoy hearing new ideas","I enjoy hearing new ideas.",0,1,1,"hard","openness","train","openness","culture"
"icansaythingsbeautifully","IPIP","Q629","NEO-PI-R","Can say things beautifully","I can say things beautifully.",0,1,1,"hard","openness","train","openness","openness to experience"
"igetirritatedeasily","IPIP","Q6290","AB5C","Get irritated easily","I get irritated easily.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"igrumbleaboutthings","IPIP","Q6305","AB5C","Grumble about things","I grumble about things.",1,1,1,"hard","neuroticism","train","neuroticism","emotional stability"
"igetexcitedbynewideas","IPIP","Q631","NEO-PI-R","Get excited by new ideas","I get excited by new ideas.",0,1,1,"hard","openness","train","openness","culture"
"ihaveavividimagination","IPIP","Q6329","AB5C","Have a vivid imagination","I have a vivid imagination.",1,1,1,"hard","openness","train","openness","imagination"
"ihavedifficultyimaginingthings","IPIP","Q6333","AB5C","Have difficulty imagining things","I have difficulty imagining things.",1,1,1,"hard","openness","test","openness","ingenuity"
"itendtovoteforconservativepoliticalcandidates","IPIP","Q637","NEO-PI-R","Tend to vote for conservative political candidates","I tend to vote for conservative political candidates.",0,1,1,"hard","openness","train","openness","liberalism"
"ilovechildren","IPIP","Q6382","AB5C","Love children","I love children.",1,1,1,"hard","agreeableness","test","agreeableness","agreeableness"
"ilovetohelpothers","IPIP","Q6389","AB5C","Love to help others","I love to help others.",1,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"ibelievethattoomuchtaxmoneygoestosupportartists","IPIP","Q640","NEO-PI-R","Believe that too much tax money goes to support artists","I believe that too much tax money goes to support artists.",0,1,1,"hard","openness","train","openness","culture"
"itreatallpeopleequally","IPIP","Q652","NEO-PI-R","Treat all people equally","I treat all people equally.",0,1,1,"hard","agreeableness","test","agreeableness","agreeableness"
"ihaveasharptongue","IPIP","Q653","NEO-PI-R","Have a sharp tongue","I have a sharp tongue.",0,1,1,"hard","agreeableness","train","agreeableness","disparagement"
"icutotherstopieces","IPIP","Q654","NEO-PI-R","Cut others to pieces","I cut others to pieces.",0,1,1,"hard","agreeableness","train","agreeableness","disparagement"
"isuspecthiddenmotivesinothers","IPIP","Q655","NEO-PI-R","Suspect hidden motives in others","I suspect hidden motives in others.",0,1,1,"hard","agreeableness","train","agreeableness","cooperation"
"igetbackatothers","IPIP","Q656","NEO-PI-R","Get back at others","I get back at others.",0,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"iholdagrudge","IPIP","Q661","NEO-PI-R","Hold a grudge","I hold a grudge.",0,1,1,"hard","agreeableness","train","agreeableness","agreeableness"
"idojustenoughworktogetby","IPIP","Q675","NEO-PI-R","Do just enough work to get by","I do just enough work to get by.",0,1,1,"hard","conscientiousness","train","conscientiousness","achievement-striving"
"ileavethingsunfinished","IPIP","Q679","NEO-PI-R","Leave things unfinished","I leave things unfinished.",0,1,1,"hard","conscientiousness","train","conscientiousness","methodicalness"
"iamnoteasilydisturbedbyevents","IPIP","Q690","NEO-PI-R","Am not easily disturbed by events","I am not easily disturbed by events.",0,1,1,"hard","neuroticism","train","neuroticism","anxiety"
"idonotworryaboutthingsthathavealreadyhappened","IPIP","Q691","NEO-PI-R","Don't worry about things that have already happened","I do not worry about things that have already happened.",0,1,1,"hard","neuroticism","train","neuroticism","anxiety"
"irarelycomplain","IPIP","Q702","NEO-PI-R","Rarely complain","I rarely complain.",0,1,1,"hard","neuroticism","test","neuroticism","calmness"
"ihavealowopinionofmyself","IPIP","Q706","NEO-PI-R","Have a low opinion of myself","I have a low opinion of myself.",0,1,1,"hard","neuroticism","train","neuroticism","leadership"
"ifeelthatmylifelacksdirection","IPIP","Q709","NEO-PI-R","Feel that my life lacks direction","I feel that my life lacks direction.",0,1,1,"hard","neuroticism","train","neuroticism","competence"
"iameasilyintimidated","IPIP","Q713","NEO-PI-R","Am easily intimidated","I am easily intimidated.",0,1,1,"hard","neuroticism","train","neuroticism","leadership"
"iamafraidthatiwilldothewrongthing","IPIP","Q714","NEO-PI-R","Am afraid that I will do the wrong thing","I am afraid that I will do the wrong thing.",0,1,1,"hard","neuroticism","train","neuroticism","toughness"
"istumbleovermywords","IPIP","Q718","NEO-PI-R","Stumble over my words","I stumble over my words.",0,1,1,"hard","neuroticism","train","neuroticism","self-consciousness"
"iamnotbotheredbydifficultsocialsituations","IPIP","Q721","NEO-PI-R","Am not bothered by difficult social situations","I am not bothered by difficult social situations.",0,1,1,"hard","neuroticism","train","neuroticism","self-consciousness"
"iamabletostandupformyself","IPIP","Q722","NEO-PI-R","Am able to stand up for myself","I am able to stand up for myself.",0,1,1,"hard","neuroticism","train","neuroticism","self-consciousness"
"iofteneattoomuch","IPIP","Q723","NEO-PI-R","Often eat too much","I often eat too much.",0,1,1,"hard","neuroticism","train","neuroticism","toughness"
"igoonbinges","IPIP","Q726","NEO-PI-R","Go on binges","I go on binges.",0,1,1,"hard","neuroticism","train","neuroticism","immoderation"
"ilovetoeat","IPIP","Q727","NEO-PI-R","Love to eat","I love to eat.",0,1,1,"hard","neuroticism","train","neuroticism","immoderation"
"ifeelthatiamunabletodealwiththings","IPIP","Q735","NEO-PI-R","Feel that I'm unable to deal with things","I feel that I am unable to deal with things.",0,1,1,"hard","neuroticism","train","neuroticism","toughness"
"ireadilyovercomesetbacks","IPIP","Q741","NEO-PI-R","Readily overcome setbacks","I readily overcome setbacks.",0,1,1,"hard","neuroticism","train","neuroticism","happiness"
"ienjoybeingpartofagroup","IPIP","Q755","NEO-PI-R","Enjoy being part of a group","I enjoy being part of a group.",0,1,1,"hard","extraversion","train","extraversion","sociability"
"iinvolveothersinwhatiamdoing","IPIP","Q756","NEO-PI-R","Involve others in what I am doing","I involve others in what I am doing.",0,1,1,"hard","extraversion","train","extraversion","gregariousness"
"ilovesurpriseparties","IPIP","Q757","NEO-PI-R","Love surprise parties","I love surprise parties.",0,1,1,"hard","extraversion","train","extraversion","gregariousness"
"iavoidcrowds","IPIP","Q761","NEO-PI-R","Avoid crowds","I avoid crowds.",0,1,1,"hard","extraversion","train","extraversion","gregariousness"
"iseektoinfluenceothers","IPIP","Q766","NEO-PI-R","Seek to influence others","I seek to influence others.",0,1,1,"hard","extraversion","train","extraversion","assertiveness"
"itakecontrolofthings","IPIP","Q767","NEO-PI-R","Take control of things","I take control of things.",0,1,1,"hard","extraversion","train","extraversion","assertiveness"
"iamalwaysonthego","IPIP","Q774","NEO-PI-R","Am always on the go","I am always on the go.",0,1,1,"hard","extraversion","train","extraversion","activity-level"
"icanmanagemanythingsatthesametime","IPIP","Q776","NEO-PI-R","Can manage many things at the same time","I can manage many things at the same time.",0,1,1,"hard","extraversion","train","extraversion","resourcefulness"
"ireactquickly","IPIP","Q777","NEO-PI-R","React quickly","I react quickly.",0,1,1,"hard","extraversion","train","extraversion","activity-level"
"iliketotakeiteasy","IPIP","Q778","NEO-PI-R","Like to take it easy","I like to take it easy.",0,1,1,"hard","extraversion","train","extraversion","activity-level"
"iliketotakemytime","IPIP","Q779","NEO-PI-R","Like to take my time","I like to take my time.",0,1,1,"hard","extraversion","train","extraversion","activity-level"
"ilikealeisurelylifestyle","IPIP","Q780","NEO-PI-R","Like a leisurely lifestyle","I like a leisurely lifestyle.",0,1,1,"hard","extraversion","test","extraversion","activity-level"
"iletthingsproceedattheirownpace","IPIP","Q781","NEO-PI-R","Let things proceed at their own pace","I let things proceed at their own pace.",0,1,1,"hard","extraversion","train","extraversion","activity-level"
"ireactslowly","IPIP","Q782","NEO-PI-R","React slowly","I react slowly.",0,1,1,"hard","extraversion","train","extraversion","activity-level"
"iloveexcitement","IPIP","Q783","NEO-PI-R","Love excitement","I love excitement.",0,1,1,"hard","extraversion","train","extraversion","humor/playfulness"
"iseekadventure","IPIP","Q784","NEO-PI-R","Seek adventure","I seek adventure.",0,1,1,"hard","extraversion","train","extraversion","adventurousness"
"iloveaction","IPIP","Q785","NEO-PI-R","Love action","I love action.",0,1,1,"hard","extraversion","train","extraversion","sociability"
"iamwillingtotryanythingonce","IPIP","Q789","NEO-PI-R","Am willing to try anything once","I am willing to try anything once.",0,1,1,"hard","extraversion","train","extraversion","humor/playfulness"
"iwouldnevergohangglidingorbungeejumping","IPIP","Q791","NEO-PI-R","Would never go hang-gliding or bungee-jumping","I would never go hang gliding or bungee jumping.",0,1,1,"hard","extraversion","train","extraversion","adventurousness"
"idislikeloudmusic","IPIP","Q792","NEO-PI-R","Dislike loud music","I dislike loud music.",0,1,1,"hard","extraversion","train","extraversion","conservatism"
"iamusemyfriends","IPIP","Q800","NEO-PI-R","Amuse my friends","I amuse my friends.",0,1,1,"hard","extraversion","train","extraversion","exhibitionism"
"iamnoteasilyamused","IPIP","Q801","NEO-PI-R","Am not easily amused","I am not easily amused.",0,1,1,"hard","extraversion","train","extraversion","cheerfulness"
"ilovetodaydream","IPIP","Q805","NEO-PI-R","Love to daydream","I love to daydream.",0,1,1,"hard","openness","train","openness","imagination"
"iindulgeinmyfantasies","IPIP","Q807","NEO-PI-R","Indulge in my fantasies","I indulge in my fantasies.",0,1,1,"hard","openness","train","openness","imagination"
"iampassionateaboutcauses","IPIP","Q825","NEO-PI-R","Am passionate about causes","I am passionate about causes.",0,1,1,"hard","openness","train","openness","emotionality"
"iliketovisitnewplaces","IPIP","Q834","NEO-PI-R","Like to visit new places","I like to visit new places.",0,1,1,"hard","openness","train","openness","adventurousness"
"iaminterestedinmanythings","IPIP","Q835","NEO-PI-R","Am interested in many things","I am interested in many things.",0,1,1,"hard","openness","train","openness","intellectual openness"
"iliketobeginnewthings","IPIP","Q836","NEO-PI-R","Like to begin new things","I like to begin new things.",0,1,1,"hard","openness","train","openness","adventurousness"
"iprefertostickwiththingsthatiknow","IPIP","Q837","NEO-PI-R","Prefer to stick with things that I know","I prefer to stick with things that I know.",0,1,1,"hard","openness","train","openness","intellectual openness"
"idislikechanges","IPIP","Q838","NEO-PI-R","Dislike changes","I dislike changes.",0,1,1,"hard","openness","train","openness","adventurousness"
"idonotliketheideaofchange","IPIP","Q839","NEO-PI-R","Don't like the idea of change","I do not like the idea of change.",0,1,1,"hard","openness","train","openness","variety-seeking"
"idislikenewfoods","IPIP","Q841","NEO-PI-R","Dislike new foods","I dislike new foods.",0,1,1,"hard","openness","train","openness","variety-seeking"
"ibelieveinonetruereligion","IPIP","Q856","NEO-PI-R","Believe in one true religion","I believe in one true religion.",0,1,1,"hard","openness","train","openness","liberalism"
"ibelievethatwecoddlecriminalstoomuch","IPIP","Q860","NEO-PI-R","Believe that we coddle criminals too much","I believe that we coddle criminals too much.",0,1,1,"hard","openness","train","openness","liberalism"
"ibelievethatweshouldbetoughoncrime","IPIP","Q861","NEO-PI-R","Believe that we should be tough on crime","I believe that we should be tough on crime.",0,1,1,"hard","openness","train","openness","liberalism"
"ithinkthatallwillbewell","IPIP","Q868","NEO-PI-R","Think that all will be well","I think that all will be well.",0,1,1,"hard","agreeableness","train","agreeableness","trust"
"idistrustpeople","IPIP","Q869","NEO-PI-R","Distrust people","I distrust people.",0,1,1,"hard","agreeableness","train","agreeableness","forgiveness/mercy"
"iamwaryofothers","IPIP","Q871","NEO-PI-R","Am wary of others","I am wary of others.",0,1,1,"hard","agreeableness","train","agreeableness","trust"
"ibelievethatpeopleareessentiallyevil","IPIP","Q872","NEO-PI-R","Believe that people are essentially evil","I believe that people are essentially evil.",0,1,1,"hard","agreeableness","train","agreeableness","trust"
"iuseflatterytogetahead","IPIP","Q875","NEO-PI-R","Use flattery to get ahead","I use flattery to get ahead.",0,1,1,"hard","agreeableness","train","agreeableness","sincerity"
"iobstructothersplans","IPIP","Q882","NEO-PI-R","Obstruct others' plans","I obstruct others plans.",0,1,1,"hard","agreeableness","train","agreeableness","sensitivity"
"ilookdownonothers","IPIP","Q888","NEO-PI-R","Look down on others","I look down on others.",0,1,1,"hard","agreeableness","train","agreeableness","altruism"
"imakepeoplefeeluncomfortable","IPIP","Q890","NEO-PI-R","Make people feel uncomfortable","I make people feel uncomfortable.",0,1,1,"hard","agreeableness","train","agreeableness","altruism"
"iyellatpeople","IPIP","Q899","NEO-PI-R","Yell at people","I yell at people.",0,1,1,"hard","agreeableness","train","agreeableness","cool-headedness"
"iseldomtootmyownhorn","IPIP","Q906","NEO-PI-R","Seldom toot my own horn","I seldom toot my own horn.",0,1,1,"hard","agreeableness","train","agreeableness","submissiveness"
"ithinkhighlyofmyself","IPIP","Q908","NEO-PI-R","Think highly of myself","I think highly of myself.",0,1,1,"hard","agreeableness","test","agreeableness","leadership"
"ihaveahighopinionofmyself","IPIP","Q909","NEO-PI-R","Have a high opinion of myself","I have a high opinion of myself.",0,1,1,"hard","agreeableness","train","agreeableness","modesty/humility"
"icannotstandweakpeople","IPIP","Q922","NEO-PI-R","Can't stand weak people","I cannot stand weak people.",0,1,1,"hard","agreeableness","test","agreeableness","sympathy"
"icomeupwithgoodsolutions","IPIP","Q927","NEO-PI-R","Come up with good solutions","I come up with good solutions.",0,1,1,"hard","conscientiousness","train","conscientiousness","competence"
"iknowhowtogetthingsdone","IPIP","Q928","NEO-PI-R","Know how to get things done","I know how to get things done.",0,1,1,"hard","conscientiousness","train","conscientiousness","self-efficacy"
"imisjudgesituations","IPIP","Q929","NEO-PI-R","Misjudge situations","I misjudge situations.",0,1,1,"hard","conscientiousness","train","conscientiousness","self-efficacy"
"ihavelittletocontribute","IPIP","Q931","NEO-PI-R","Have little to contribute","I have little to contribute.",0,1,1,"hard","conscientiousness","train","conscientiousness","self-efficacy"
"idonotseetheconsequencesofthings","IPIP","Q932","NEO-PI-R","Don't see the consequences of things","I do not see the consequences of things.",0,1,1,"hard","conscientiousness","train","conscientiousness","self-efficacy"
"ikeepmypromises","IPIP","Q943","NEO-PI-R","Keep my promises","I keep my promises.",0,1,1,"hard","conscientiousness","train","conscientiousness","dutifulness"
"ipaymybillsontime","IPIP","Q944","NEO-PI-R","Pay my bills on time","I pay my bills on time.",0,1,1,"hard","conscientiousness","train","conscientiousness","dutifulness"
"itellthetruth","IPIP","Q945","NEO-PI-R","Tell the truth","I tell the truth.",0,1,1,"hard","conscientiousness","train","conscientiousness","dutifulness"
"ibreakmypromises","IPIP","Q948","NEO-PI-R","Break my promises","I break my promises.",0,1,1,"hard","conscientiousness","train","conscientiousness","dutifulness"
"igetotherstodomyduties","IPIP","Q949","NEO-PI-R","Get others to do my duties","I get others to do my duties.",0,1,1,"hard","conscientiousness","train","conscientiousness","dutifulness"
"imisrepresentthefacts","IPIP","Q951","NEO-PI-R","Misrepresent the facts","I misrepresent the facts.",0,1,1,"hard","conscientiousness","train","conscientiousness","dutifulness"
"igostraightforthegoal","IPIP","Q952","NEO-PI-R","Go straight for the goal","I go straight for the goal.",0,1,1,"hard","conscientiousness","train","conscientiousness","achievement-striving"
"iplungeintotaskswithallmyheart","IPIP","Q955","NEO-PI-R","Plunge into tasks with all my heart","I plunge into tasks with all my heart.",0,1,1,"hard","conscientiousness","train","conscientiousness","achievement-striving"
"idomorethanwhatisexpectedofme","IPIP","Q956","NEO-PI-R","Do more than what's expected of me","I do more than what is expected of me.",0,1,1,"hard","conscientiousness","test","conscientiousness","achievement-striving"
"iavoidmistakes","IPIP","Q972","NEO-PI-R","Avoid mistakes","I avoid mistakes.",0,1,1,"hard","conscientiousness","train","conscientiousness","prudence"
"ichoosemywordswithcare","IPIP","Q973","NEO-PI-R","Choose my words with care","I choose my words with care.",0,1,1,"hard","conscientiousness","train","conscientiousness","deliberateness"
"isticktomychosenpath","IPIP","Q974","NEO-PI-R","Stick to my chosen path","I stick to my chosen path.",0,1,1,"hard","conscientiousness","train","conscientiousness","cautiousness"
"irushintothings","IPIP","Q978","NEO-PI-R","Rush into things","I rush into things.",0,1,1,"hard","conscientiousness","train","conscientiousness","deliberateness"
"iactwithoutthinking","IPIP","Q980","NEO-PI-R","Act without thinking","I act without thinking.",0,1,1,"hard","conscientiousness","test","conscientiousness","cautiousness"
"iamapersonwhosemoodsgoupanddowneasily","IPIP","Q986","BFAS","Am a person whose moods go up and down easily","I am a person whose moods go up and down easily.",1,1,1,"hard","neuroticism","test","neuroticism","anger"
"igeteasilyagitated","IPIP","Q987","BFAS","Get easily agitated","I get easily agitated.",1,1,1,"hard","neuroticism","train","neuroticism","anger"
"irarelylosemycomposure","IPIP","Q991","BFAS","Rarely lose my composure","I rarely lose my composure.",1,1,1,"hard","neuroticism","test","neuroticism","anger"
"iameasilydiscouraged","IPIP","Q996","BFAS","Am easily discouraged","I am easily discouraged.",1,1,1,"hard","neuroticism","train","neuroticism","anxiety"
"iamafraidofmanythings","IPIP","Q998","BFAS","Am afraid of many things","I am afraid of many things.",1,1,1,"hard","neuroticism","train","neuroticism","anxiety"
